workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,age_group,class
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,12.0,Divorced,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,10.0,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,Adult,0
Private,5.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1672.0,42.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,Haiti,Adult,0
Private,5.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,Senior,0
Private,11.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,43.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,4.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Guatemala,Young,0
Self-emp-inc,3.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,20.0,Japan,Senior,0
Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,Young,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,0.0,50.0,United-States,Adult,1
Private,10.0,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0.0,0.0,24.0,United-States,Young,0
Private,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,7.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,Young,0
Private,9.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,35.0,United-States,Adult,0
Private,9.0,Separated,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,Adult,1
Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,Outlying-US(Guam-USVI-etc),Adult,0
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,0
Private,9.0,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,40.0,United-States,Adult,0
Private,3.0,Divorced,Machine-op-inspct,Unmarried,Other,Female,0.0,0.0,40.0,Dominican-Republic,Middle-Aged,0
Private,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,United-States,Middle-Aged,0
Local-gov,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,42.0,United-States,Adult,0
Federal-gov,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,7688.0,0.0,54.0,United-States,Adult,1
Private,12.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,25.0,United-States,Adult,0
Federal-gov,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,15.0,United-States,Middle-Aged,0
Private,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,25.0,United-States,Young,0
Private,9.0,Separated,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,6418.0,0.0,40.0,United-States,Senior,1
Federal-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,Adult,1
Private,6.0,Married-civ-spouse,Other-service,Own-child,White,Female,0.0,0.0,35.0,United-States,Adult,0
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,35.0,United-States,Senior,0
Private,9.0,Never-married,Other-service,Not-in-family,Black,Male,0.0,0.0,80.0,United-States,Young,0
Private,6.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,10.0,United-States,Young,0
State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,40.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,50.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,5.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,32.0,United-States,Middle-Aged,0
Private,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,5013.0,0.0,48.0,United-States,Middle-Aged,0
Private,13.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Senior,1
Local-gov,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,1
Self-emp-inc,6.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,16.0,United-States,Young,0
Private,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Self-emp-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,8.0,Never-married,Sales,Other-relative,White,Female,0.0,0.0,16.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-inc,15.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,45.0,United-States,Adult,0
Private,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
State-gov,10.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,10.0,United-States,Young,0
Private,11.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,United-States,Senior,0
Private,3.0,Separated,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,Scotland,Middle-Aged,0
Private,2.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,Mexico,Adult,0
Private,7.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,35.0,United-States,Middle-Aged,1
Self-emp-not-inc,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,45.0,United-States,Adult,1
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,42.0,United-States,Adult,0
Private,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,38.0,United-States,Adult,0
Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Senior,0
Private,5.0,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0.0,0.0,40.0,Portugal,Adult,0
Private,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,52.0,United-States,Young,0
Private,10.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,55.0,Ecuador,Adult,0
Local-gov,14.0,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,United-States,Adult,1
Private,13.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,55.0,United-States,Young,0
Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,10.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,72.0,United-States,Adult,0
State-gov,12.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,30.0,United-States,Young,0
Self-emp-not-inc,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,1
Private,13.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Local-gov,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Germany,Adult,1
Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,99.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Local-gov,3.0,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,25.0,Philippines,Senior,0
Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,14.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,1
Private,12.0,Never-married,Exec-managerial,Not-in-family,White,Male,3325.0,0.0,40.0,United-States,Adult,0
Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,42.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,Philippines,Middle-Aged,0
Private,6.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Germany,Adult,0
Private,7.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,Young,0
Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,18.0,United-States,Adult,0
Private,4.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,Guatemala,Middle-Aged,0
Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,Senior,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,35.0,Mexico,Adult,0
Private,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Self-emp-not-inc,9.0,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,12.0,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,Adult,0
Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,11.0,Separated,Exec-managerial,Unmarried,Black,Female,0.0,0.0,60.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,Middle-Aged,0
Private,15.0,Never-married,Exec-managerial,Not-in-family,White,Male,27828.0,0.0,50.0,United-States,Adult,1
Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Self-emp-not-inc,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,Adult,0
Private,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,9.0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,1471.0,0.0,40.0,United-States,Middle-Aged,0
Private,14.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,7.0,Never-married,Other-service,Own-child,White,Male,594.0,0.0,10.0,United-States,Young,0
Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Federal-gov,14.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,0.0,40.0,Nicaragua,Adult,0
Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,Adult,0
Local-gov,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
State-gov,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,1
Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Self-emp-inc,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,70.0,United-States,Adult,0
Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Local-gov,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,50.0,United-States,Adult,1
Private,11.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,35.0,United-States,Adult,0
Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,United-States,Middle-Aged,0
Private,14.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,50.0,United-States,Middle-Aged,1
Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Self-emp-inc,14.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,70.0,United-States,Adult,1
Self-emp-not-inc,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Middle-Aged,1
Private,7.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,Adult,0
Private,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,Adult,0
Self-emp-inc,9.0,Separated,Adm-clerical,Not-in-family,White,Male,0.0,0.0,38.0,United-States,Adult,0
Local-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,14.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,27.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0.0,0.0,40.0,Ecuador,Adult,0
Local-gov,14.0,Divorced,Prof-specialty,Unmarried,Black,Female,9562.0,0.0,40.0,United-States,Adult,1
Self-emp-inc,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,Adult,0
Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,13.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,3103.0,0.0,40.0,United-States,Adult,1
Federal-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Local-gov,9.0,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,4650.0,0.0,48.0,United-States,Adult,0
Private,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,1
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,13.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,55.0,United-States,Adult,1
Local-gov,9.0,Separated,Protective-serv,Not-in-family,White,Male,0.0,1980.0,35.0,United-States,Adult,0
Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States,Young,0
Private,9.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,Adult,1
Self-emp-not-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,35.0,United-States,Adult,0
Private,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,60.0,United-States,Adult,0
Private,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,3.0,United-States,Senior,0
Private,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,35.0,United-States,Middle-Aged,0
Self-emp-not-inc,10.0,Widowed,Exec-managerial,Other-relative,White,Male,0.0,0.0,25.0,United-States,Middle-Aged,0
Private,12.0,Divorced,Craft-repair,Unmarried,Black,Female,7443.0,0.0,40.0,United-States,Adult,0
Private,9.0,Separated,Other-service,Unmarried,White,Female,0.0,0.0,24.0,United-States,Adult,0
Private,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Federal-gov,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,1
Private,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Self-emp-not-inc,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,Adult,0
Federal-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,Middle-Aged,1
Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Private,11.0,Married-civ-spouse,Tech-support,Husband,Other,Male,0.0,0.0,40.0,Mexico,Adult,0
Self-emp-not-inc,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Columbia,Adult,0
Private,10.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,1
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,Young,0
Private,7.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48.0,United-States,Middle-Aged,0
Private,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,Adult,0
Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Young,0
Private,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Private,10.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,50.0,United-States,Adult,0
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3411.0,0.0,35.0,Guatemala,Middle-Aged,0
Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Middle-Aged,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,Adult,0
Self-emp-not-inc,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,65.0,United-States,Middle-Aged,0
Self-emp-not-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999.0,0.0,70.0,India,Middle-Aged,1
Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,1
Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,9.0,Never-married,Sales,Not-in-family,White,Male,4787.0,0.0,40.0,United-States,Adult,1
Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,1504.0,50.0,United-States,Adult,0
Private,6.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024.0,0.0,40.0,United-States,Adult,1
Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,England,Adult,0
Private,9.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,72.0,United-States,Middle-Aged,0
Local-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Local-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103.0,0.0,50.0,United-States,Adult,1
Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,6418.0,0.0,24.0,United-States,Senior,1
Private,7.0,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,40.0,United-States,Young,0
Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,Adult,0
Local-gov,9.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,48.0,United-States,Adult,0
Private,13.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,Adult,0
Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,Middle-Aged,0
Local-gov,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,Puerto-Rico,Middle-Aged,0
Self-emp-not-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1902.0,80.0,United-States,Adult,1
Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,Adult,0
Private,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States,Middle-Aged,0
Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,Adult,0
